id,source_id,annee,session,zone,numero,points,thematique_id,domaine_id,difficulte,nb_questions_corrige,titre
ex-2022-jour-2-lr-22matj2lr1page-exercice-4,2022-jour-2-lr-22matj2lr1page,2022,Jour 2,La Réunion,4,7,suites,analyse,3,10,Principaux domaines abordés :
ex-2022-jour-1-lr-22matj1lr1page-exercice-1,2022-jour-1-lr-22matj1lr1page,2022,Jour 1,La Réunion,1,7,bernoulli-binomiale,probabilites,2,9,Principaux domaines abordés :
ex-2022-jour-1-lr-22matj1lr1page-exercice-2,2022-jour-1-lr-22matj1lr1page,2022,Jour 1,La Réunion,2,7,suites,analyse,2,7,Principaux domaines abordés :
ex-2022-jour-1-lr-22matj1lr1page-exercice-3,2022-jour-1-lr-22matj1lr1page,2022,Jour 1,La Réunion,3,7,suites,analyse,3,10,Principaux domaines abordés :
ex-2022-jour-1-lr-22matj1lr1page-exercice-4,2022-jour-1-lr-22matj1lr1page,2022,Jour 1,La Réunion,4,7,geometrie-reperage,algebre-geometrie,3,8,Principaux domaines abordés :
ex-2022-jour-1-po-22matj1po1page-exercice-1,2022-jour-1-po-22matj1po1page,2022,Jour 1,Polynésie,1,7,derivation-convexite,analyse,1,6,"fonctions, suites"
ex-2022-jour-1-po-22matj1po1page-exercice-2,2022-jour-1-po-22matj1po1page,2022,Jour 1,Polynésie,2,7,bernoulli-binomiale,probabilites,2,7,probabilités
ex-2022-jour-1-po-22matj1po1page-exercice-3,2022-jour-1-po-22matj1po1page,2022,Jour 1,Polynésie,3,7,suites,analyse,2,7,suites
ex-2022-jour-1-po-22matj1po1page-exercice-4,2022-jour-1-po-22matj1po1page,2022,Jour 1,Polynésie,4,7,geometrie-orthogonalite-distances,algebre-geometrie,3,8,géométrie dans le plan et dans l'espace
ex-2022-jour-2-po-22matj2po1page-exercice-1,2022-jour-2-po-22matj2po1page,2022,Jour 2,Polynésie,1,7,derivation-convexite,analyse,2,6,"fonctions, primitives, probabilités"
ex-2022-jour-2-po-22matj2po1page-exercice-2,2022-jour-2-po-22matj2po1page,2022,Jour 2,Polynésie,2,7,bernoulli-binomiale,probabilites,2,7,probabilités
ex-2022-jour-2-po-22matj2po1page-exercice-3,2022-jour-2-po-22matj2po1page,2022,Jour 2,Polynésie,3,7,suites,analyse,3,7,"suites, fonctions"
ex-2022-jour-2-po-22matj2po1page-exercice-4,2022-jour-2-po-22matj2po1page,2022,Jour 2,Polynésie,4,7,geometrie-reperage,algebre-geometrie,3,10,géométrie dans le plan et dans l'espace
ex-2022-jour-2-me-22matj2me1page1-exercice-1,2022-jour-2-me-22matj2me1page1,2022,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",1,7,bernoulli-binomiale,probabilites,2,9,probabilités
ex-2022-jour-2-me-22matj2me1page1-exercice-2,2022-jour-2-me-22matj2me1page1,2022,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",2,7,derivation-convexite,analyse,2,6,fonctions numériques et suites
ex-2022-jour-2-me-22matj2me1page1-exercice-3,2022-jour-2-me-22matj2me1page1,2022,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,7,geometrie-reperage,algebre-geometrie,3,9,géométrie dans l'espace
ex-2022-jour-2-me-22matj2me1page1-exercice-4,2022-jour-2-me-22matj2me1page1,2022,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",4,7,derivation-convexite,analyse,3,15,"fonctions numériques, fonction exponentielle"
ex-2023-jour-1-g1-23matj1g11page1-exercice-1,2023-jour-1-g1-23matj1g11page1,2023,Jour 1,Centres étrangers groupe 1,1,5,bernoulli-binomiale,probabilites,1,5,des quatre propositions est exacte. Indiquer sur la copie le numéro de la question et
ex-2023-jour-1-g1-23matj1g11page1-exercice-2,2023-jour-1-g1-23matj1g11page1,2023,Jour 1,Centres étrangers groupe 1,2,6,suites,analyse,2,12,Les deux parties de cet exercice sont indépendantes.
ex-2023-jour-1-g1-23matj1g11page1-exercice-3,2023-jour-1-g1-23matj1g11page1,2023,Jour 1,Centres étrangers groupe 1,3,6,geometrie-orthogonalite-distances,algebre-geometrie,3,8,"On considère le prisme droit ,"
ex-2023-jour-1-g1-23matj1g11page1-exercice-4,2023-jour-1-g1-23matj1g11page1,2023,Jour 1,Centres étrangers groupe 1,4,3,derivation-convexite,analyse,2,3,Un biologiste a modélisé l'évolution d'une population de bactéries (en milliers d'entités)
ex-2023-jour-2-g1-23matj2g11page1-exercice-1,2023-jour-2-g1-23matj2g11page1,2023,Jour 2,Centres étrangers groupe 1,1,5,primitives-equations-differentielles,analyse,2,5,quatre propositions est exacte. Indiquer sur la copie le numéro de la question et la lettre
ex-2023-jour-2-g1-23matj2g11page1-exercice-2,2023-jour-2-g1-23matj2g11page1,2023,Jour 2,Centres étrangers groupe 1,2,6,suites,analyse,3,7,On considère la fonction définie sur par .
ex-2023-jour-2-g1-23matj2g11page1-exercice-3,2023-jour-2-g1-23matj2g11page1,2023,Jour 2,Centres étrangers groupe 1,3,6,geometrie-orthogonalite-distances,algebre-geometrie,3,7,La figure ci-dessous correspond à la maquette d'un projet architectural.
ex-2023-jour-2-g1-23matj2g11page1-exercice-4,2023-jour-2-g1-23matj2g11page1,2023,Jour 2,Centres étrangers groupe 1,4,3,bernoulli-binomiale,probabilites,2,3,Une société de production s'interroge sur l'opportunité de programmer un jeu télévisé. Ce
ex-2023-jour-1-po-23matj1po1page-exercice-1,2023-jour-1-po-23matj1po1page,2023,Jour 1,Polynésie,1,4,bernoulli-binomiale,probabilites,2,5,probabilités
ex-2023-jour-1-po-23matj1po1page-exercice-2,2023-jour-1-po-23matj1po1page,2023,Jour 1,Polynésie,2,5,geometrie-reperage,algebre-geometrie,3,8,géométrie dans l'espace
ex-2023-jour-1-po-23matj1po1page-exercice-3,2023-jour-1-po-23matj1po1page,2023,Jour 1,Polynésie,3,5,derivation-convexite,analyse,2,5,"fonction exponentielle, algorithmique"
ex-2023-jour-1-po-23matj1po1page-exercice-4,2023-jour-1-po-23matj1po1page,2023,Jour 1,Polynésie,4,6,suites,analyse,3,10,"suites, fonctions"
ex-2023-jour-2-po-23matj2po1page-exercice-1,2023-jour-2-po-23matj2po1page,2023,Jour 2,Polynésie,1,5,bernoulli-binomiale,probabilites,2,9,"probabilités, suites"
ex-2023-jour-2-po-23matj2po1page-exercice-2,2023-jour-2-po-23matj2po1page,2023,Jour 2,Polynésie,2,5,geometrie-reperage,algebre-geometrie,2,7,Géométrie dans l'espace
ex-2023-jour-2-po-23matj2po1page-exercice-3,2023-jour-2-po-23matj2po1page,2023,Jour 2,Polynésie,3,5,derivation-convexite,analyse,2,6,étude de fonctions
ex-2023-jour-2-po-23matj2po1page-exercice-4,2023-jour-2-po-23matj2po1page,2023,Jour 2,Polynésie,4,5,suites,analyse,2,5,"suites, fonction logarithme, algorithmique"
ex-2023-jour-1-me-23matj1me1page1-exercice-1,2023-jour-1-me-23matj1me1page1,2023,Jour 1,"Métropole, Antilles-Guyane, La Réunion, Mayotte",1,5,bernoulli-binomiale,probabilites,2,5,"Pour chaque question, une seule des quatre réponses proposées est exacte. Le"
ex-2023-jour-1-me-23matj1me1page1-exercice-2,2023-jour-1-me-23matj1me1page1,2023,Jour 1,"Métropole, Antilles-Guyane, La Réunion, Mayotte",2,5,logarithme,analyse,2,7,"On considère la fonction 𝑓 définie sur ]0 ; +∞[ par 𝑓(𝑥) = 𝑥2 − 8 ln(𝑥), où ln désigne"
ex-2023-jour-1-me-23matj1me1page1-exercice-3,2023-jour-1-me-23matj1me1page1,2023,Jour 1,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,5,suites,analyse,2,8,Une entreprise a créé une Foire Aux Questions (« FAQ ») sur son site internet.
ex-2023-jour-1-me-23matj1me1page1-exercice-4,2023-jour-1-me-23matj1me1page1,2023,Jour 1,"Métropole, Antilles-Guyane, La Réunion, Mayotte",4,5,geometrie-orthogonalite-distances,algebre-geometrie,3,9,On considère le cube 𝐴𝐵𝐶𝐷𝐸𝐹𝐺𝐻
ex-2023-jour-2-me-23matj2me1page1-exercice-1,2023-jour-2-me-23matj2me1page1,2023,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",1,5,bernoulli-binomiale,probabilites,2,5,indiquera sur sa copie le numéro de la question et la réponse choisie. Aucune justification n'est
ex-2023-jour-2-me-23matj2me1page1-exercice-2,2023-jour-2-me-23matj2me1page1,2023,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",2,5,suites,analyse,3,12,Des biologistes étudient l'évolution d'une population d'insectes dans un jardin botanique.
ex-2023-jour-2-me-23matj2me1page1-exercice-3,2023-jour-2-me-23matj2me1page1,2023,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,5,geometrie-orthogonalite-distances,algebre-geometrie,3,9,"Dans l'espace rapporté à un repère orthonormé (𝑂; 𝚤⃗ , 𝚥⃗ , 𝑘S⃗ ), on considère :"
ex-2023-jour-2-me-23matj2me1page1-exercice-4,2023-jour-2-me-23matj2me1page1,2023,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",4,5,logarithme,analyse,3,9,"On considère la fonction 𝑓 définie sur ℝ par 𝑓(𝑥) = ln (1 + egh), où ln désigne la fonction"
ex-2023-jour-1-li-23matj1li1-exercice-1,2023-jour-1-li-23matj1li1,2023,Jour 1,Centres étrangers,1,5,logarithme,analyse,3,11,Partie A
ex-2023-jour-1-li-23matj1li1-exercice-2,2023-jour-1-li-23matj1li1,2023,Jour 1,Centres étrangers,2,5,suites,analyse,2,7,"Dans un souci de préservation de l'environnement, Monsieur Durand décide de se rendre"
ex-2023-jour-1-li-23matj1li1-exercice-3,2023-jour-1-li-23matj1li1,2023,Jour 1,Centres étrangers,3,5,primitives-equations-differentielles,analyse,2,5,"Pour chaque question, une seule des quatre réponses proposées est exacte."
ex-2023-jour-1-li-23matj1li1-exercice-4,2023-jour-1-li-23matj1li1,2023,Jour 1,Centres étrangers,4,5,geometrie-orthogonalite-distances,algebre-geometrie,3,7,"Dans l'espace muni d'un repère orthonormé (𝑂 ; 𝑖⃗ , 𝑗 , 𝑘⃗ ), on considère les"
ex-2023-jour-2-li-23matj2li1-exercice-1,2023-jour-2-li-23matj2li1,2023,Jour 2,Centres étrangers,1,5,derivation-convexite,analyse,2,12,On considère la fonction 𝑓 définie sur ℝ par :
ex-2023-jour-2-li-23matj2li1-exercice-2,2023-jour-2-li-23matj2li1,2023,Jour 2,Centres étrangers,2,5,suites,analyse,2,11,Partie A
ex-2023-jour-2-li-23matj2li1-exercice-3,2023-jour-2-li-23matj2li1,2023,Jour 2,Centres étrangers,3,5,geometrie-orthogonalite-distances,algebre-geometrie,2,8,"L'espace est muni d'un repère orthonormé (O ; 𝑖⃗ , 𝑗⃗ , 𝑘⃗⃗)."
ex-2023-jour-2-li-23matj2li1-exercice-4,2023-jour-2-li-23matj2li1,2023,Jour 2,Centres étrangers,4,5,bernoulli-binomiale,probabilites,2,5,"Pour chaque question, une seule des quatre réponses proposées est exacte. Le"
ex-2022-jour-1-ja-22matj1ja11-exercice-1,2022-jour-1-ja-22matj1ja11,2022,Jour 1,Asie,1,7,bernoulli-binomiale,probabilites,2,10,Principaux domaines abord´es :
ex-2022-jour-1-ja-22matj1ja11-exercice-2,2022-jour-1-ja-22matj1ja11,2022,Jour 1,Asie,2,7,suites,analyse,3,12,Principaux domaines abord´es :
ex-2022-jour-1-ja-22matj1ja11-exercice-3,2022-jour-1-ja-22matj1ja11,2022,Jour 1,Asie,3,7,geometrie-orthogonalite-distances,algebre-geometrie,3,10,Principaux domaines abord´es :
ex-2022-jour-1-ja-22matj1ja11-exercice-4,2022-jour-1-ja-22matj1ja11,2022,Jour 1,Asie,4,7,logarithme,analyse,2,11,Principaux domaines abord´es :
ex-2022-jour-2-ja-22matj2ja11-exercice-1,2022-jour-2-ja-22matj2ja11,2022,Jour 2,Asie,1,7,geometrie-orthogonalite-distances,algebre-geometrie,2,10,Principaux domaines abord´es :
ex-2022-jour-2-ja-22matj2ja11-exercice-2,2022-jour-2-ja-22matj2ja11,2022,Jour 2,Asie,2,7,logarithme,analyse,3,11,Principaux domaines abord´es :
ex-2022-jour-2-ja-22matj2ja11-exercice-3,2022-jour-2-ja-22matj2ja11,2022,Jour 2,Asie,3,7,bernoulli-binomiale,probabilites,2,12,Principaux domaines abord´es :
ex-2022-jour-2-ja-22matj2ja11-exercice-4,2022-jour-2-ja-22matj2ja11,2022,Jour 2,Asie,4,7,suites,analyse,3,8,Principaux domaines abord´es :
ex-2021-jour-2-po-21matj2po1page1-exercice-1,2021-jour-2-po-21matj2po1page1,2021,Jour 2,Polynésie,1,5,suites,analyse,2,8,commun à tous les candidats
ex-2021-jour-2-po-21matj2po1page1-exercice-2,2021-jour-2-po-21matj2po1page1,2021,Jour 2,Polynésie,2,5,bernoulli-binomiale,probabilites,2,7,commun à tous les candidats
ex-2021-jour-2-po-21matj2po1page1-exercice-3,2021-jour-2-po-21matj2po1page1,2021,Jour 2,Polynésie,3,5,geometrie-orthogonalite-distances,algebre-geometrie,3,9,commun à tous les candidats
ex-2021-jour-2-po-21matj2po1page1-exercice-a,2021-jour-2-po-21matj2po1page1,2021,Jour 2,Polynésie,A,5,primitives-equations-differentielles,analyse,2,9,Exercice A au choix
ex-2021-jour-2-po-21matj2po1page1-exercice-b,2021-jour-2-po-21matj2po1page1,2021,Jour 2,Polynésie,B,5,logarithme,analyse,2,9,Exercice B au choix
ex-2021-jour-1-an-21matj1an1page-exercice-1,2021-jour-1-an-21matj1an1page,2021,Jour 1,Amérique du Nord,1,5,bernoulli-binomiale,probabilites,2,8,commun à tous les candidats
ex-2021-jour-1-an-21matj1an1page-exercice-2,2021-jour-1-an-21matj1an1page,2021,Jour 1,Amérique du Nord,2,5,suites,analyse,3,8,commun à tous les candidats
ex-2021-jour-1-an-21matj1an1page-exercice-3,2021-jour-1-an-21matj1an1page,2021,Jour 1,Amérique du Nord,3,5,geometrie-orthogonalite-distances,algebre-geometrie,2,6,commun à tous les candidats
ex-2021-jour-1-an-21matj1an1page-exercice-a,2021-jour-1-an-21matj1an1page,2021,Jour 1,Amérique du Nord,A,5,derivation-convexite,analyse,2,5,Exercice A au choix
ex-2021-jour-1-an-21matj1an1page-exercice-b,2021-jour-1-an-21matj1an1page,2021,Jour 1,Amérique du Nord,B,5,derivation-convexite,analyse,2,7,Exercice B au choix
ex-2021-jour-1-g1-21matj1g11page1-exercice-1,2021-jour-1-g1-21matj1g11page1,2021,Jour 1,Centres étrangers groupe 1,1,5,derivation-convexite,analyse,1,5,commun à tous les candidats
ex-2021-jour-1-g1-21matj1g11page1-exercice-2,2021-jour-1-g1-21matj1g11page1,2021,Jour 1,Centres étrangers groupe 1,2,5,bernoulli-binomiale,probabilites,2,8,commun à tous les candidats
ex-2021-jour-1-g1-21matj1g11page1-exercice-3,2021-jour-1-g1-21matj1g11page1,2021,Jour 1,Centres étrangers groupe 1,3,5,suites,analyse,3,10,commun à tous les candidats
ex-2021-jour-1-g1-21matj1g11page1-exercice-a,2021-jour-1-g1-21matj1g11page1,2021,Jour 1,Centres étrangers groupe 1,A,5,geometrie-orthogonalite-distances,algebre-geometrie,2,9,Géométrie dans l'espace
ex-2021-jour-1-g1-21matj1g11page1-exercice-b,2021-jour-1-g1-21matj1g11page1,2021,Jour 1,Centres étrangers groupe 1,B,5,primitives-equations-differentielles,analyse,2,9,Équations différentielles
ex-2021-jour-2-g1-21matj2g11page1-exercice-1,2021-jour-2-g1-21matj2g11page1,2021,Jour 2,Centres étrangers groupe 1,1,5,bernoulli-binomiale,probabilites,1,5,commun à tous les candidats
ex-2021-jour-2-g1-21matj2g11page1-exercice-2,2021-jour-2-g1-21matj2g11page1,2021,Jour 2,Centres étrangers groupe 1,2,5,suites,analyse,2,13,commun à tous les candidats
ex-2021-jour-2-g1-21matj2g11page1-exercice-3,2021-jour-2-g1-21matj2g11page1,2021,Jour 2,Centres étrangers groupe 1,3,5,geometrie-reperage,algebre-geometrie,3,11,commun à tous les candidats
ex-2021-jour-2-g1-21matj2g11page1-exercice-a,2021-jour-2-g1-21matj2g11page1,2021,Jour 2,Centres étrangers groupe 1,A,5,bernoulli-binomiale,probabilites,3,8,Fonction 𝐥𝐧
ex-2021-jour-2-g1-21matj2g11page1-exercice-b,2021-jour-2-g1-21matj2g11page1,2021,Jour 2,Centres étrangers groupe 1,B,5,primitives-equations-differentielles,analyse,2,11,Équation différentielle
ex-2022-jour-1-po-22matj1po3page-exercice-1,2022-jour-1-po-22matj1po3page,2022,Jour 1,Polynésie,1,7,bernoulli-binomiale,probabilites,2,9,probabilités
ex-2022-jour-1-po-22matj1po3page-exercice-2,2022-jour-1-po-22matj1po3page,2022,Jour 1,Polynésie,2,7,suites,analyse,3,8,"suites, fonctions"
ex-2022-jour-1-po-22matj1po3page-exercice-3,2022-jour-1-po-22matj1po3page,2022,Jour 1,Polynésie,3,7,derivation-convexite,analyse,3,10,fonctions
ex-2022-jour-1-po-22matj1po3page-exercice-4,2022-jour-1-po-22matj1po3page,2022,Jour 1,Polynésie,4,7,geometrie-orthogonalite-distances,algebre-geometrie,3,8,géométrie dans le plan et dans l'espace
ex-2022-jour-1-an-22matj1an1page-exercice-1,2022-jour-1-an-22matj1an1page,2022,Jour 1,Amérique du Nord,1,7,bernoulli-binomiale,probabilites,2,8,probabilités
ex-2022-jour-1-an-22matj1an1page-exercice-2,2022-jour-1-an-22matj1an1page,2022,Jour 1,Amérique du Nord,2,7,suites,analyse,2,9,suites
ex-2022-jour-1-an-22matj1an1page-exercice-3,2022-jour-1-an-22matj1an1page,2022,Jour 1,Amérique du Nord,3,7,geometrie-orthogonalite-distances,algebre-geometrie,3,10,géométrie dans l'espace
ex-2022-jour-1-an-22matj1an1page-exercice-4,2022-jour-1-an-22matj1an1page,2022,Jour 1,Amérique du Nord,4,7,derivation-convexite,analyse,2,6,fonction exponentielle
ex-2022-jour-2-an-22matj2an1page-exercice-1,2022-jour-2-an-22matj2an1page,2022,Jour 2,Amérique du Nord,1,7,bernoulli-binomiale,probabilites,3,8,"probabilités, suites"
ex-2022-jour-2-an-22matj2an1page-exercice-2,2022-jour-2-an-22matj2an1page,2022,Jour 2,Amérique du Nord,2,7,derivation-convexite,analyse,3,8,"fonctions, fonction exponentielle"
ex-2022-jour-2-an-22matj2an1page-exercice-3,2022-jour-2-an-22matj2an1page,2022,Jour 2,Amérique du Nord,3,7,geometrie-reperage,algebre-geometrie,3,9,géométrie dans l'espace
ex-2022-jour-2-an-22matj2an1page-exercice-4,2022-jour-2-an-22matj2an1page,2022,Jour 2,Amérique du Nord,4,7,logarithme,analyse,2,6,"fonction logarithme népérien, probabilités"
ex-2024-jour-1-g1-24matj1g111-exercice-1,2024-jour-1-g1-24matj1g111,2024,Jour 1,Centres étrangers groupe 1,1,5,bernoulli-binomiale,probabilites,2,8,Partie A
ex-2024-jour-1-g1-24matj1g111-exercice-2,2024-jour-1-g1-24matj1g111,2024,Jour 1,Centres étrangers groupe 1,2,5,suites,analyse,3,9,On considère la fonction 𝑓 définie sur l'intervalle [0; 1] par 𝑓(𝑥) = 2𝑥e−𝑥.
ex-2024-jour-1-g1-24matj1g111-exercice-3,2024-jour-1-g1-24matj1g111,2024,Jour 1,Centres étrangers groupe 1,3,5,primitives-equations-differentielles,analyse,2,7,On considère l'équation différentielle (𝐸 ) : 𝑦′ = 𝑦 où 𝑦 est une fonction dérivable
ex-2024-jour-1-g1-24matj1g111-exercice-4,2024-jour-1-g1-24matj1g111,2024,Jour 1,Centres étrangers groupe 1,4,5,geometrie-orthogonalite-distances,algebre-geometrie,3,8,"L'espace est muni d'un repère orthonormé (𝑂; 𝑖⃗, 𝑗⃗, 𝑘⃗⃗)."
ex-2024-jour-2-g1-24matj2g111-exercice-1,2024-jour-2-g1-24matj2g111,2024,Jour 2,Centres étrangers groupe 1,1,5,variables-aleatoires,probabilites,2,9,"Un sac opaque contient huit jetons numérotés de 1 à 8, indiscernables au toucher."
ex-2024-jour-2-g1-24matj2g111-exercice-2,2024-jour-2-g1-24matj2g111,2024,Jour 2,Centres étrangers groupe 1,2,6,derivation-convexite,analyse,3,10,On considère la fonction 𝑓 définie sur l'intervalle ]−∞; 1[ par 𝑓(𝑥) = .
ex-2024-jour-2-g1-24matj2g111-exercice-3,2024-jour-2-g1-24matj2g111,2024,Jour 2,Centres étrangers groupe 1,3,5,geometrie-orthogonalite-distances,algebre-geometrie,3,7,Le cube 𝐴𝐵𝐶𝐷𝐸𝐹𝐺𝐻 a pour arête 1 cm.
ex-2024-jour-2-g1-24matj2g111-exercice-4,2024-jour-2-g1-24matj2g111,2024,Jour 2,Centres étrangers groupe 1,4,4,suites,analyse,3,8,Partie A
ex-2021-jour-1-me-21matj1me2page1-exercice-3,2021-jour-1-me-21matj1me2page1,2021,Jour 1,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,6,suites,analyse,2,12,commun à tous les candidats
ex-2021-jour-2-me-21matj2me3page1-exercice-3,2021-jour-2-me-21matj2me3page1,2021,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,,derivation-convexite,analyse,3,8,commun à tous les candidats (sur 6 points)
ex-2021-jour-2-me-21matj2me2page1-exercice-3,2021-jour-2-me-21matj2me2page1,2021,Jour 2,"Métropole, Antilles-Guyane, La Réunion, Mayotte",3,5,suites,analyse,3,6,commun à tous les candidats
ex-2021-jour-1-ja-21matj1ja11-exercice-3,2021-jour-1-ja-21matj1ja11,2021,Jour 1,Asie,3,5,bernoulli-binomiale,probabilites,2,8,commun `a tous les candidats
ex-2021-jour-2-ja-21matj2ja11-exercice-3,2021-jour-2-ja-21matj2ja11,2021,Jour 2,Asie,3,5,bernoulli-binomiale,probabilites,2,6,commun `a tous les candidats
